month,day,carrier,origin,arr_delay,arr_time,sched_arr_time
3,24,B6,JFK,11,900,849
1,14,UA,EWR,-9,2111,2120
10,1,US,JFK,-10,1344,1354
12,11,AA,JFK,-18,1827,1845
3,24,DL,EWR,-37,1959,2036
9,22,B6,JFK,-10,2351,1
9,19,B6,JFK,-18,1700,1718
4,21,UA,EWR,16,1650,1634
11,4,MQ,LGA,9,2259,2250
7,23,WN,LGA,33,1318,1245
1,14,UA,EWR,-19,1727,1746
12,20,FL,LGA,8,2206,2158
3,26,B6,JFK,5,2359,2354
4,11,EV,EWR,71,1851,1740
8,16,UA,EWR,68,1801,1653
4,19,EV,EWR,-11,835,846
4,8,9E,JFK,-25,1607,1632
6,9,MQ,LGA,-22,2008,2030
2,13,AA,LGA,-30,2155,2225
12,2,F9,LGA,-3,1056,1059
3,2,UA,EWR,-31,1149,1220
10,16,DL,LGA,10,1841,1831
3,13,B6,JFK,-31,1353,1424
10,29,DL,EWR,12,1538,1526
12,20,AA,JFK,25,2020,1955
2,3,EV,EWR,92,2027,1855
9,25,DL,EWR,0,2201,2201
8,24,US,LGA,-23,2037,2100
9,4,B6,JFK,-6,1941,1947
7,26,UA,EWR,7,2019,2012
3,29,AA,JFK,38,2043,2005
5,29,AA,JFK,-8,2132,2140
9,11,EV,LGA,-24,1414,1438
5,10,WN,EWR,-13,2137,2150
5,8,EV,LGA,NA,NA,2155
10,25,B6,JFK,-4,1629,1633
1,29,AA,JFK,-32,1148,1220
11,7,DL,LGA,-13,1619,1632
9,13,EV,LGA,28,1545,1517
2,27,EV,EWR,160,1703,1423
8,22,WN,LGA,152,2257,2025
8,29,UA,EWR,5,747,742
4,18,EV,EWR,8,1234,1226
5,16,B6,JFK,-19,1018,1037
5,15,WN,LGA,1,2226,2225
9,11,MQ,LGA,32,1727,1655
11,12,DL,JFK,-34,2020,2054
8,18,UA,JFK,-29,1110,1139
6,11,UA,JFK,-20,1355,1415
7,23,B6,JFK,144,254,30
4,17,EV,EWR,11,1641,1630
7,4,AA,EWR,-7,903,910
8,25,US,EWR,-7,1200,1207
6,12,EV,EWR,-1,2314,2315
11,17,B6,JFK,30,26,2356
8,30,AA,JFK,-22,858,920
1,11,US,EWR,17,1225,1208
3,25,B6,JFK,-23,2023,2046
7,9,DL,LGA,37,1721,1644
7,1,DL,JFK,32,1938,1906
3,15,9E,JFK,1,2132,2131
11,3,AA,JFK,-4,2245,2249
9,21,B6,JFK,167,1556,1309
6,10,EV,LGA,50,2357,2307
5,18,UA,EWR,-13,1749,1802
7,4,UA,EWR,-6,1710,1716
2,28,MQ,LGA,-9,2021,2030
7,28,DL,JFK,20,1942,1922
6,26,9E,JFK,NA,NA,1716
9,2,WN,LGA,-25,1045,1110
10,7,AA,JFK,23,1903,1840
1,8,DL,LGA,-22,1253,1315
1,10,DL,EWR,13,1828,1815
7,25,DL,LGA,24,2056,2032
11,10,EV,EWR,-14,2129,2143
4,17,9E,JFK,-21,1254,1315
3,13,FL,LGA,-10,2154,2204
5,30,EV,EWR,33,2104,2031
5,15,DL,LGA,-27,1705,1732
5,12,EV,EWR,-15,1359,1414
10,30,UA,EWR,15,1654,1639
5,1,AA,JFK,-21,2004,2025
9,19,MQ,LGA,13,1142,1129
10,12,MQ,JFK,-5,1350,1355
4,22,EV,EWR,NA,156,2244
10,1,MQ,JFK,-33,1802,1835
1,30,AA,LGA,-19,2251,2310
7,6,AA,LGA,-41,2019,2100
7,5,B6,JFK,-15,2232,2247
9,18,UA,EWR,-4,1810,1814
6,28,9E,JFK,87,1141,1014
2,25,DL,JFK,-14,2022,2036
8,2,VX,JFK,15,2230,2215
5,22,B6,JFK,-8,1015,1023
11,18,EV,LGA,22,2111,2049
1,1,UA,EWR,-10,2314,2324
7,21,AA,JFK,2,1857,1855
12,20,B6,JFK,-6,915,921
2,20,EV,EWR,-19,904,923
5,4,US,LGA,-21,2035,2056
4,13,DL,JFK,-24,2059,2123
4,29,DL,EWR,-15,1748,1803
3,16,DL,LGA,-31,1407,1438
3,7,DL,JFK,15,1138,1123
9,15,FL,LGA,-5,1530,1535
11,1,UA,EWR,18,1225,1207
7,12,DL,EWR,8,1007,959
7,10,VX,JFK,-25,1155,1220
11,4,US,EWR,-22,1320,1342
9,14,B6,JFK,114,1508,1314
11,27,EV,EWR,-20,1514,1534
5,27,EV,LGA,-26,1237,1303
6,17,9E,JFK,-38,1604,1642
7,29,B6,JFK,-27,1703,1730
5,25,B6,JFK,-15,2349,4
1,18,DL,LGA,-16,2157,2213
3,18,UA,EWR,21,858,837
2,23,9E,JFK,5,1032,1027
2,9,WN,EWR,NA,NA,1355
8,11,B6,JFK,-3,1531,1534
8,19,UA,EWR,11,1155,1144
4,15,HA,JFK,-12,1458,1510
11,17,UA,JFK,-20,2103,2123
9,8,EV,EWR,19,756,737
6,13,US,LGA,NA,NA,2059
10,28,WN,EWR,-1,824,825
9,2,AA,LGA,18,1528,1510
7,26,MQ,LGA,119,1924,1725
8,23,B6,LGA,2,16,14
4,29,UA,EWR,5,1820,1815
5,14,US,LGA,-25,1850,1915
9,17,AA,LGA,-13,1757,1810
8,3,EV,EWR,-14,1806,1820
4,22,US,LGA,27,1139,1112
8,16,AA,LGA,-18,1332,1350
10,27,US,JFK,-21,1249,1310
2,5,UA,EWR,-19,1906,1925
7,26,9E,JFK,-10,2132,2142
7,11,AA,JFK,-36,1134,1210
10,20,AA,LGA,-1,1324,1325
9,5,EV,EWR,-20,725,745
9,4,B6,JFK,-27,1703,1730
7,27,UA,EWR,-26,1114,1140
5,27,B6,JFK,-15,2029,2044
5,28,DL,LGA,5,1459,1454
8,4,B6,JFK,-37,2137,2214
8,16,9E,JFK,-10,1009,1019
3,29,UA,EWR,-21,2257,2318
9,2,DL,JFK,-11,2131,2142
3,19,US,LGA,1,844,843
9,5,B6,JFK,-27,1243,1310
8,22,UA,EWR,16,1704,1648
1,2,WN,EWR,51,1821,1730
9,27,FL,LGA,6,821,815
6,10,B6,JFK,-11,1133,1144
1,21,B6,EWR,77,2311,2154
12,24,B6,JFK,24,1022,958
9,6,B6,JFK,-23,1824,1847
3,25,UA,EWR,29,2332,2303
11,6,MQ,LGA,-15,1715,1730
2,17,FL,LGA,-14,1527,1541
10,2,MQ,LGA,-19,1421,1440
3,11,FL,LGA,-3,1651,1654
1,17,AA,LGA,49,1419,1330
10,28,UA,JFK,-16,1324,1340
9,25,US,EWR,-12,636,648
3,26,B6,JFK,-19,1056,1115
10,28,US,LGA,-14,645,659
5,30,MQ,LGA,7,1117,1110
12,9,WN,EWR,8,1313,1305
11,1,DL,EWR,4,1135,1131
8,8,DL,LGA,-3,1451,1454
2,1,DL,JFK,-22,1023,1045
3,1,FL,LGA,12,827,815
7,31,EV,LGA,-21,1948,2009
10,14,WN,LGA,28,1258,1230
3,20,MQ,JFK,-24,1926,1950
1,21,B6,JFK,31,107,36
11,17,DL,LGA,-6,2229,2235
5,14,US,EWR,-3,1007,1010
9,23,EV,EWR,-17,801,818
10,24,MQ,LGA,-1,1949,1950
4,23,UA,LGA,31,1349,1318
10,2,B6,JFK,-10,1337,1347
5,25,UA,EWR,-22,2238,2300
4,2,B6,JFK,4,1927,1923
2,21,US,EWR,-24,1937,2001
5,1,B6,EWR,9,1630,1621
7,15,B6,EWR,-4,1125,1129
10,14,B6,JFK,-23,832,855
8,11,DL,JFK,1,1725,1724
3,20,9E,JFK,10,1754,1744
5,13,MQ,LGA,-26,1429,1455
11,12,B6,JFK,-42,2221,2303
1,2,B6,JFK,24,1449,1425
9,16,EV,EWR,-27,1454,1521
7,11,UA,EWR,6,1730,1724
11,5,DL,JFK,-19,1955,2014
12,5,9E,EWR,NA,NA,1913
6,18,HA,JFK,1,1436,1435
8,27,US,LGA,-13,1108,1121
4,8,B6,EWR,-8,1617,1625
12,5,AA,LGA,69,1804,1655
10,2,EV,LGA,-27,1450,1517
9,23,AA,LGA,-12,1037,1049
9,6,HA,JFK,-46,1359,1445
7,21,UA,EWR,-13,1230,1243
11,30,DL,JFK,-8,2055,2103
11,11,EV,EWR,-27,1214,1241
7,13,B6,LGA,-7,857,904
9,9,MQ,JFK,12,1817,1805
12,26,MQ,JFK,-17,2113,2130
1,29,B6,EWR,-31,1553,1624
11,26,US,EWR,-8,2025,2033
2,23,9E,JFK,23,2119,2056
2,20,DL,LGA,9,1952,1943
9,9,WN,EWR,6,1756,1750
9,19,UA,EWR,NA,NA,1631
3,16,AA,LGA,1,1821,1820
4,12,AA,EWR,113,2237,2044
12,20,UA,EWR,47,42,2355
3,28,AA,EWR,-17,1718,1735
12,25,EV,EWR,60,1907,1807
10,19,9E,JFK,-9,937,946
1,18,DL,LGA,12,950,938
3,24,FL,LGA,23,838,815
2,24,UA,EWR,-29,1909,1938
11,2,DL,JFK,3,1359,1356
3,23,EV,EWR,1,1315,1314
8,28,9E,JFK,134,2003,1749
3,14,DL,EWR,-22,1226,1248
12,16,AA,LGA,-11,2209,2220
12,16,DL,LGA,-45,2121,2206
7,29,DL,JFK,10,1935,1925
12,23,WN,EWR,41,1756,1715
3,24,9E,JFK,-12,1736,1748
9,8,DL,LGA,-11,2111,2122
3,16,DL,LGA,185,2311,2006
10,23,EV,EWR,-17,1403,1420
10,18,AA,JFK,45,2040,1955
8,16,UA,EWR,127,1550,1343
2,11,AA,JFK,150,110,2240
10,31,EV,EWR,-6,1857,1903
11,28,9E,JFK,-11,1959,2010
3,20,UA,JFK,-12,2053,2105
7,15,MQ,LGA,33,1813,1740
9,20,UA,JFK,-17,1408,1425
1,14,EV,EWR,38,2010,1932
11,14,UA,JFK,-25,1407,1432
7,22,EV,EWR,NA,NA,2104
3,24,B6,EWR,37,1707,1630
8,22,AA,JFK,21,1226,1205
5,10,AA,JFK,-27,1158,1225
5,31,9E,JFK,193,1627,1314
8,28,MQ,JFK,NA,NA,1835
2,20,DL,JFK,-19,1255,1314
6,5,EV,LGA,-34,1648,1722
11,12,MQ,JFK,71,1906,1755
4,12,EV,EWR,147,2159,1932
7,30,UA,EWR,5,1350,1345
10,7,MQ,LGA,NA,NA,2255
10,31,EV,EWR,3,1415,1412
7,12,DL,JFK,45,216,131
12,26,EV,EWR,12,1254,1242
3,11,DL,JFK,-12,1409,1421
6,27,UA,EWR,88,1945,1817
8,21,DL,LGA,-15,1923,1938
6,7,EV,EWR,-16,1009,1025
1,3,UA,EWR,-9,2302,2311
11,12,EV,EWR,54,1148,1054
1,21,UA,EWR,-18,1356,1414
12,17,B6,LGA,42,1319,1237
4,13,MQ,LGA,1,1511,1510
10,23,EV,EWR,23,1413,1350
4,5,DL,JFK,-25,2012,2037
9,7,9E,JFK,-29,1536,1605
4,18,UA,EWR,-25,835,900
7,13,B6,JFK,-34,1138,1212
12,7,MQ,LGA,-19,1256,1315
9,11,MQ,JFK,-4,1036,1040
4,12,AA,LGA,-6,1944,1950
10,9,UA,EWR,16,1610,1554
8,21,MQ,LGA,1,1311,1310
9,18,EV,EWR,-36,2317,2353
7,14,B6,JFK,-51,1848,1939
12,13,B6,JFK,-1,2123,2124
12,7,UA,JFK,28,1210,1142
12,11,EV,EWR,19,956,937
8,19,UA,EWR,5,920,915
4,2,AA,JFK,-25,1440,1505
7,19,B6,JFK,-12,1551,1603
10,9,DL,JFK,-22,2121,2143
2,28,DL,LGA,14,2300,2246
2,3,B6,JFK,21,458,437
7,10,DL,JFK,87,2207,2040
9,9,EV,LGA,2,1313,1311
6,27,DL,EWR,320,39,1919
5,12,AA,JFK,23,1843,1820
10,26,WN,LGA,-4,1151,1155
6,10,DL,JFK,-25,1324,1349
6,18,AA,EWR,194,2334,2020
2,4,DL,LGA,-6,1139,1145
1,8,UA,EWR,4,921,917
7,29,AA,LGA,-10,855,905
11,8,B6,JFK,13,1037,1024
10,11,EV,LGA,44,2359,2315
2,8,EV,EWR,-9,1109,1118
7,15,UA,JFK,-40,1103,1143
8,9,UA,EWR,10,1014,1004
9,26,UA,EWR,-18,1952,2010
12,15,VX,JFK,38,2313,2235
8,8,MQ,LGA,NA,NA,2250
3,8,UA,EWR,208,1540,1212
8,28,DL,LGA,-21,955,1016
1,20,UA,EWR,-13,1648,1701
2,17,US,JFK,163,1103,820
3,29,WN,EWR,-11,944,955
11,4,US,JFK,-5,1013,1018
3,10,AA,EWR,-44,2106,2150
8,17,DL,JFK,-23,2251,2314
2,4,US,LGA,-21,1442,1503
9,30,AA,JFK,-42,1018,1100
7,10,UA,EWR,-4,2230,2234
1,30,VX,JFK,-33,1342,1415
5,1,AA,LGA,-22,1113,1135
6,18,UA,EWR,14,18,4
1,30,DL,LGA,50,1540,1450
7,11,EV,LGA,35,2246,2211
8,27,UA,EWR,-11,859,910
2,27,B6,JFK,102,238,56
12,21,EV,EWR,1,928,927
2,15,UA,EWR,-40,1553,1633
7,13,US,EWR,2,828,826
11,26,UA,EWR,9,20,11
11,25,AA,EWR,59,2119,2020
3,9,B6,JFK,-1,1834,1835
1,24,EV,LGA,-8,2048,2056
11,10,DL,LGA,-4,1030,1034
1,1,UA,EWR,25,1944,1919
9,20,DL,JFK,-44,1027,1111
2,5,UA,EWR,9,2203,2154
10,1,AA,JFK,-33,1147,1220
6,17,EV,LGA,85,1406,1241
4,26,US,LGA,0,832,832
5,15,B6,JFK,-17,836,853
3,30,AA,LGA,-54,1551,1645
12,26,VX,JFK,-15,2010,2025
4,10,UA,EWR,-27,1250,1317
5,17,9E,JFK,-50,2044,2134
1,25,US,LGA,-13,1156,1209
3,7,DL,LGA,-18,1719,1737
3,17,EV,LGA,-28,1056,1124
10,27,AA,JFK,3,923,920
5,17,UA,EWR,-14,1523,1537
2,9,B6,LGA,NA,NA,1623
2,5,B6,JFK,-20,1006,1026
10,17,US,LGA,-18,1351,1409
7,30,DL,LGA,7,1232,1225
5,15,MQ,LGA,-11,1059,1110
12,25,UA,EWR,9,2207,2158
5,17,AA,JFK,-18,1827,1845
3,24,9E,JFK,-1,1034,1035
6,27,AA,JFK,72,1457,1345
8,30,EV,LGA,NA,NA,2258
4,11,UA,EWR,-14,1155,1209
5,30,US,LGA,-16,751,807
10,28,EV,EWR,-11,827,838
8,18,DL,JFK,-6,1709,1715
2,28,MQ,LGA,-17,1313,1330
10,14,B6,JFK,-7,1340,1347
5,23,MQ,LGA,NA,NA,2050
8,14,9E,JFK,-9,939,948
6,8,UA,EWR,-2,1802,1804
3,16,MQ,EWR,-15,2005,2020
2,16,EV,EWR,-5,947,952
8,1,EV,LGA,48,2139,2051
5,31,B6,LGA,-21,1248,1309
11,19,DL,JFK,11,1109,1058
2,27,MQ,EWR,29,1839,1810
5,11,DL,LGA,1,1459,1458
5,14,UA,EWR,-2,1043,1045
5,16,UA,EWR,-9,2106,2115
4,26,AA,JFK,-7,833,840
5,19,WN,LGA,-34,1931,2005
10,17,EV,EWR,-6,959,1005
4,29,9E,JFK,-22,2157,2219
4,26,MQ,LGA,25,1410,1345
4,24,DL,JFK,22,1431,1409
5,12,EV,EWR,5,2117,2112
12,24,DL,LGA,-5,1333,1338
3,11,B6,JFK,21,1854,1833
5,31,DL,JFK,7,1931,1924
2,2,DL,LGA,-27,1417,1444
2,20,EV,EWR,18,1408,1350
2,4,EV,LGA,-23,1234,1257
12,9,AA,JFK,122,2212,2010
1,31,MQ,LGA,14,804,750
8,21,WN,EWR,1,1546,1545
8,23,AA,LGA,-11,1749,1800
1,25,EV,EWR,74,20,2306
1,19,MQ,LGA,-29,1626,1655
10,19,UA,EWR,-4,1503,1507
12,11,9E,JFK,-2,2058,2100
8,19,9E,JFK,-23,2045,2108
3,3,B6,EWR,-22,1608,1630
11,24,DL,LGA,70,2026,1916
2,15,US,LGA,-21,959,1020
6,19,AA,JFK,-2,1908,1910
4,7,DL,LGA,16,1347,1331
5,12,EV,EWR,-18,1017,1035
9,18,US,EWR,-10,823,833
12,9,9E,JFK,56,2223,2127
12,7,B6,JFK,NA,1946,1714
3,16,EV,EWR,-11,1122,1133
3,23,US,LGA,-20,1548,1608
8,20,UA,JFK,-7,1747,1754
10,20,MQ,LGA,-16,1639,1655
10,17,MQ,LGA,28,2243,2215
1,12,WN,LGA,8,1638,1630
8,13,US,LGA,27,836,809
4,10,DL,LGA,-12,1046,1058
4,25,DL,LGA,72,2359,2247
8,18,DL,LGA,-8,903,911
4,17,US,EWR,-11,1556,1607
11,19,EV,LGA,-3,1521,1524
9,13,DL,JFK,-30,2051,2121
12,12,B6,LGA,14,1921,1907
12,4,DL,LGA,-14,1129,1143
10,23,AA,JFK,-5,1950,1955
12,8,UA,EWR,71,2140,2029
7,25,EV,EWR,81,1749,1628
12,20,DL,JFK,1,2041,2040
10,31,9E,JFK,9,2108,2059
8,18,EV,EWR,12,2127,2115
9,25,9E,JFK,-15,941,956
8,1,9E,JFK,-12,938,950
2,28,AA,LGA,-13,1252,1305
9,15,MQ,LGA,1,1956,1955
2,7,WN,EWR,-10,1005,1015
2,15,B6,JFK,-22,2334,2356
7,29,B6,JFK,-24,2135,2159
5,3,MQ,LGA,20,1515,1455
3,20,EV,EWR,33,1046,1013
6,18,AA,LGA,147,2242,2015
5,31,B6,JFK,-14,846,900
3,10,B6,EWR,4,900,856
3,26,DL,EWR,-7,1122,1129
5,17,UA,JFK,-15,1840,1855
4,4,9E,JFK,1,1749,1748
5,7,DL,JFK,-21,1802,1823
1,30,US,LGA,141,2316,2055
2,3,B6,JFK,25,19,2354
2,16,B6,JFK,41,1257,1216
6,8,MQ,LGA,-34,946,1020
7,18,DL,JFK,-22,2248,2310
3,23,DL,LGA,6,1306,1300
2,12,WN,LGA,-31,1334,1405
1,21,MQ,LGA,11,1801,1750
5,3,MQ,JFK,-12,1623,1635
8,11,AA,LGA,-42,1223,1305
7,30,AA,JFK,-30,1955,2025
8,11,B6,JFK,18,1111,1053
3,31,EV,EWR,17,1908,1851
3,7,B6,JFK,-18,951,1009
4,16,9E,JFK,-24,947,1011
12,9,UA,EWR,90,115,2345
12,26,B6,JFK,40,1954,1914
4,30,US,LGA,-25,2150,2215
4,16,B6,JFK,1,1417,1416
10,18,UA,LGA,9,928,919
12,29,B6,LGA,2,2047,2045
4,22,B6,JFK,165,101,2216
9,27,AA,LGA,-13,1417,1430
1,1,WN,LGA,8,1928,1920
12,5,UA,EWR,23,1330,1307
9,13,MQ,LGA,85,15,2250
7,7,UA,EWR,42,2316,2234
12,24,DL,JFK,-12,2207,2219
10,31,US,LGA,9,1122,1113
9,25,B6,JFK,1,2354,2353
3,13,AA,JFK,-29,1921,1950
6,17,AA,EWR,36,2056,2020
1,4,EV,EWR,-16,2016,2032
2,9,DL,JFK,-30,1914,1944
7,11,B6,JFK,NA,NA,1909
2,23,MQ,JFK,15,2005,1950
11,8,VX,JFK,28,1423,1355
1,2,UA,LGA,12,747,735
4,15,DL,JFK,-42,1153,1235
10,12,AA,LGA,-45,849,934
11,26,DL,LGA,18,2225,2207
7,9,B6,LGA,127,221,14
1,13,B6,LGA,-22,2031,2053
1,3,MQ,LGA,-4,1851,1855
9,20,DL,LGA,-1,1039,1040
1,12,MQ,JFK,2,1702,1700
11,16,B6,LGA,-21,2032,2053
6,20,AA,LGA,-16,1424,1440
4,7,AA,LGA,6,1316,1310
3,28,EV,EWR,-1,1417,1418
1,30,EV,EWR,NA,NA,1735
9,20,AA,LGA,-32,2153,2225
8,9,B6,JFK,111,2042,1851
5,21,EV,EWR,-31,1005,1036
2,20,AA,JFK,-16,1939,1955
8,2,US,JFK,7,1401,1354
12,22,US,LGA,-3,1716,1719
4,28,UA,EWR,13,1748,1735
3,28,9E,JFK,-1,2035,2036
12,6,B6,JFK,NA,2324,2047
1,4,UA,EWR,9,2032,2023
7,8,EV,EWR,198,2250,1932
4,2,9E,JFK,-4,1744,1748
6,14,EV,EWR,4,1710,1706
5,14,AA,LGA,-30,915,945
3,1,AA,LGA,-5,2125,2130
1,30,AA,LGA,35,1225,1150
6,1,DL,JFK,-8,1038,1046
9,6,9E,JFK,-16,940,956
11,19,MQ,JFK,-1,1734,1735
9,17,DL,EWR,-16,1344,1400
2,26,AS,EWR,-26,1004,1030
8,2,DL,JFK,-8,1031,1039
8,2,UA,EWR,-21,1119,1140
4,24,UA,EWR,10,2214,2204
6,12,UA,LGA,-30,1300,1330
2,17,DL,JFK,-29,2048,2117
5,16,UA,EWR,-11,902,913
1,21,9E,JFK,NA,NA,2145
4,15,DL,LGA,-22,2021,2043
7,13,EV,EWR,58,1632,1534
3,13,EV,EWR,80,17,2257
5,18,UA,EWR,13,1850,1837
8,25,AA,EWR,-30,1720,1750
9,20,EV,EWR,-16,1404,1420
5,7,VX,EWR,-86,1944,2110
11,3,9E,JFK,-13,2147,2200
2,18,EV,EWR,71,2300,2149
7,30,DL,LGA,-21,1838,1859
8,12,B6,JFK,12,1132,1120
8,27,DL,LGA,22,2100,2038
4,13,AA,JFK,-4,1935,1939
8,28,MQ,LGA,10,1039,1029
12,23,EV,LGA,-5,2118,2123
3,8,DL,JFK,37,109,32
10,18,B6,JFK,-3,1022,1025
9,7,FL,LGA,3,2124,2121
8,2,B6,JFK,45,1205,1120
3,12,US,LGA,0,1456,1456
8,17,DL,LGA,17,1111,1054
3,5,UA,EWR,-15,757,812
4,23,B6,JFK,-11,1036,1047
8,5,DL,LGA,-9,1046,1055
1,16,B6,JFK,8,1649,1641
11,26,DL,LGA,39,1817,1738
1,10,EV,EWR,19,1704,1645
5,15,UA,EWR,-24,2057,2121
11,18,B6,JFK,-10,1901,1911
11,12,MQ,LGA,NA,NA,1350
3,31,MQ,LGA,-3,2207,2210
12,30,DL,JFK,-30,2004,2034
9,20,EV,EWR,44,2132,2048
1,4,AA,JFK,2,1342,1340
12,11,EV,EWR,11,1027,1016
7,7,EV,LGA,NA,NA,2146
9,5,AA,JFK,-30,955,1025
6,30,EV,EWR,266,103,2037
8,23,EV,EWR,1,1950,1949
9,5,B6,JFK,-42,2316,2358
11,15,B6,JFK,2,1618,1616
4,21,MQ,JFK,6,2206,2200
12,30,9E,JFK,-32,2016,2048
6,12,EV,EWR,-7,804,811
7,3,B6,JFK,14,1608,1554
6,21,DL,LGA,-14,1041,1055
7,3,MQ,LGA,73,1812,1659
2,17,9E,JFK,-5,934,939
1,11,EV,LGA,-34,2021,2055
8,11,AA,LGA,-13,1052,1105
2,14,MQ,LGA,13,1903,1850
4,23,UA,EWR,98,2233,2055
8,8,B6,JFK,7,759,752
9,30,UA,EWR,-33,1552,1625
1,8,B6,EWR,-30,2058,2128
9,12,AA,LGA,-10,855,905
9,17,AA,LGA,-18,847,905
1,31,US,LGA,70,2022,1912
3,31,UA,JFK,80,1550,1430
4,14,DL,LGA,-19,1341,1400
5,26,9E,JFK,-8,1552,1600
3,29,DL,LGA,-36,1831,1907
10,8,B6,JFK,-16,1344,1400
10,12,UA,EWR,-28,1938,2006
2,25,B6,EWR,-25,1238,1303
1,11,AA,JFK,-13,1342,1355
6,5,AA,LGA,-34,1106,1140
6,14,UA,EWR,-13,1058,1111
5,5,AA,JFK,-28,2037,2105
10,23,DL,EWR,-18,2011,2029
12,12,UA,EWR,-3,2026,2029
2,1,EV,EWR,-7,1111,1118
4,30,UA,EWR,-38,1928,2006
2,1,WN,EWR,-4,1306,1310
7,22,UA,EWR,306,220,2114
10,10,UA,EWR,-25,2312,2337
12,20,DL,LGA,-2,2139,2141
7,6,DL,JFK,-25,2114,2139
4,19,B6,JFK,241,236,2235
12,5,DL,LGA,NA,NA,1540
10,11,B6,LGA,20,1255,1235
1,20,AA,JFK,10,1325,1315
11,22,UA,EWR,31,2202,2131
11,27,EV,LGA,NA,NA,1230
1,2,MQ,LGA,26,1736,1710
5,19,DL,JFK,41,1930,1849
7,13,AA,EWR,32,1527,1455
10,16,VX,JFK,-12,1558,1610
6,9,B6,JFK,-21,1724,1745
10,3,9E,JFK,-36,1930,2006
6,21,DL,EWR,-4,1116,1120
3,14,WN,LGA,2,1357,1355
7,5,EV,LGA,-16,1109,1125
11,5,EV,EWR,-16,1359,1415
1,2,UA,EWR,-44,1321,1405
6,2,9E,LGA,NA,NA,2240
8,7,UA,EWR,-7,2050,2057
3,16,9E,JFK,-9,1626,1635
1,27,MQ,EWR,12,902,850
3,14,EV,EWR,77,1430,1313
11,17,B6,JFK,-14,832,846
2,6,FL,LGA,2,2136,2134
7,19,MQ,LGA,78,2258,2140
3,11,EV,EWR,-14,1412,1426
2,9,DL,LGA,-41,1726,1807
9,1,B6,JFK,-4,2210,2214
1,26,US,JFK,86,946,820
1,1,B6,JFK,-18,1753,1811
10,4,9E,JFK,3,1644,1641
6,17,B6,JFK,64,126,22
4,30,UA,EWR,3,1408,1405
2,3,EV,EWR,-16,1843,1859
10,28,EV,EWR,-5,1535,1540
4,22,B6,EWR,-15,1250,1305
3,3,B6,JFK,17,924,907
11,24,WN,EWR,-41,2014,2055
10,14,B6,LGA,0,1624,1624
10,22,EV,EWR,-13,2215,2228
2,26,F9,LGA,51,2048,1957
12,2,DL,LGA,-17,2022,2039
6,19,EV,EWR,7,2109,2102
5,27,B6,JFK,-19,1145,1204
11,2,US,LGA,-13,1038,1051
8,7,UA,EWR,-24,2351,15
1,1,UA,LGA,2,2132,2130
11,15,UA,LGA,-7,1641,1648
10,6,B6,JFK,-22,916,938
9,9,UA,EWR,-18,1743,1801
1,20,UA,LGA,21,1752,1731
9,1,DL,LGA,-12,740,752
1,2,EV,EWR,19,1309,1250
5,7,MQ,LGA,4,1844,1840
3,10,EV,EWR,-4,2153,2157
7,19,UA,JFK,1,2156,2155
10,14,UA,EWR,-26,1840,1906
7,22,EV,EWR,308,2118,1610
12,19,MQ,LGA,-1,2039,2040
3,30,AA,JFK,22,1727,1705
1,15,US,LGA,39,1813,1734
6,11,AA,LGA,-36,939,1015
9,16,MQ,LGA,-17,1512,1529
2,28,DL,LGA,11,1853,1842
12,7,DL,LGA,-25,1710,1735
10,10,B6,JFK,-13,1900,1913
4,15,B6,JFK,-17,1448,1505
12,11,B6,LGA,9,1723,1714
5,18,B6,JFK,38,1120,1042
7,9,MQ,JFK,97,37,2300
11,6,UA,EWR,-23,1402,1425
1,31,US,EWR,21,1401,1340
2,28,US,LGA,2,1915,1913
1,8,MQ,LGA,-26,1529,1555
11,8,AA,JFK,-8,1657,1705
3,14,US,LGA,42,2159,2117
6,25,B6,JFK,6,851,845
2,28,FL,LGA,2,2135,2133
10,6,DL,EWR,6,2036,2030
10,28,DL,LGA,-5,948,953
3,29,EV,EWR,47,1832,1745
9,19,US,EWR,-28,1832,1900
4,22,UA,LGA,98,2114,1936
4,2,US,JFK,-10,800,810
4,10,EV,EWR,25,1005,940
2,11,UA,EWR,-18,714,732
6,24,AA,JFK,NA,NA,2005
9,19,DL,LGA,-32,1236,1308
5,24,B6,JFK,-9,2352,1
7,24,DL,LGA,1,1738,1737
6,22,AA,JFK,-17,43,100
2,2,EV,EWR,10,924,914
1,22,US,LGA,1,1510,1509
7,28,US,EWR,236,2256,1900
12,23,DL,LGA,44,1911,1827
2,4,UA,EWR,7,2127,2120
8,6,UA,LGA,-18,1727,1745
11,20,UA,EWR,-8,1222,1230
3,30,UA,EWR,-10,1712,1722
9,8,B6,JFK,-34,2320,2354
8,28,EV,EWR,-8,1658,1706
1,12,UA,EWR,-25,2125,2150
10,23,DL,LGA,-16,735,751
4,10,WN,EWR,76,1726,1610
6,2,MQ,LGA,13,1123,1110
1,10,FL,LGA,-21,1629,1650
11,23,FL,LGA,-1,1409,1410
2,18,UA,EWR,6,1703,1657
1,13,UA,EWR,-33,1908,1941
9,7,EV,EWR,-17,1759,1816
1,9,EV,EWR,-14,1257,1311
8,16,9E,JFK,-27,1812,1839
8,11,US,LGA,-8,1207,1215
8,2,FL,LGA,-2,1954,1956
10,14,EV,EWR,2,1113,1111
